Variable_1,Variable_2,Value
4: DEU,23: JER,0.68027836
5: JOS,23: JER,0.51763487
6: JDG,23: JER,0.5191541
7: RUT,23: JER,0.7143931
8: 1SA,23: JER,0.5752568
9: 2SA,23: JER,0.5077304
10: 1KI,23: JER,0.5981123
11: 2KI,23: JER,0.5444154
12: 1CH,23: JER,0.4303595
13: 2CH,23: JER,0.6262709
14: EZR,23: JER,0.56269723
15: NEH,23: JER,0.5843363
16: EST,23: JER,0.41737342
17: JOB,23: JER,0.64100575
18: PSA,23: JER,0.57612884
19: PRO,23: JER,0.551302
20: ECC,23: JER,0.5582955
21: SNG,23: JER,0.6619596
22: ISA,23: JER,0.5100902
23: JER,23: JER,1.0000002
24: LAM,23: JER,0.7504843
25: EZK,23: JER,0.64795077
26: DAN,23: JER,0.44846007
27: HOS,23: JER,0.70164716
28: JOL,23: JER,0.79551375
29: AMO,23: JER,0.8060772
30: OBA,23: JER,0.76847064
31: JON,23: JER,0.722228
32: MIC,23: JER,0.7860522
33: NAM,23: JER,0.7841576
34: HAB,23: JER,0.78268164
35: ZEP,23: JER,0.809857
36: HAG,23: JER,0.77129954
37: ZEC,23: JER,0.7731289
38: MAL,23: JER,0.8149306
54: MAT,23: JER,0.53146195
55: MRK,23: JER,0.42840996
56: LUK,23: JER,0.4588901
57: JHN,23: JER,0.45436776
58: ACT,23: JER,0.38202843
59: ROM,23: JER,0.52287394
60: 1CO,23: JER,0.4573421
61: 2CO,23: JER,0.47763702
62: GAL,23: JER,0.5754987
63: EPH,23: JER,0.51482964
64: PHP,23: JER,0.5744723
65: COL,23: JER,0.58724856
66: 1TH,23: JER,0.65211433
67: 2TH,23: JER,0.68479735
68: 1TI,23: JER,0.5943984
69: 2TI,23: JER,0.6273452
70: TIT,23: JER,0.6866307
71: PHM,23: JER,0.6882258
72: HEB,23: JER,0.5268025
73: JAS,23: JER,0.71912706
74: 1PE,23: JER,0.6026227
75: 2PE,23: JER,0.7056787
76: 1JN,23: JER,0.5984167
77: 2JN,23: JER,0.6985226
78: 3JN,23: JER,0.72661394
79: JUD,23: JER,0.71320134
80: REV,23: JER,0.43536043
0: GEN,24: LAM,0.5634482
1: EXO,24: LAM,0.6113849
2: LEV,24: LAM,0.6452367
3: NUM,24: LAM,0.5778144
4: DEU,24: LAM,0.63621783
5: JOS,24: LAM,0.5352767
6: JDG,24: LAM,0.62063134
7: RUT,24: LAM,0.7941891
8: 1SA,24: LAM,0.5551152
9: 2SA,24: LAM,0.5320766
10: 1KI,24: LAM,0.5449427
11: 2KI,24: LAM,0.6286302
12: 1CH,24: LAM,0.48189792
13: 2CH,24: LAM,0.6149754
14: EZR,24: LAM,0.62685007
15: NEH,24: LAM,0.622027
16: EST,24: LAM,0.5660503
17: JOB,24: LAM,0.7275583
18: PSA,24: LAM,0.8454928
19: PRO,24: LAM,0.5597373
20: ECC,24: LAM,0.623336
21: SNG,24: LAM,0.845805
22: ISA,24: LAM,0.6464212
23: JER,24: LAM,0.7504843
24: LAM,24: LAM,1
25: EZK,24: LAM,0.6678839
26: DAN,24: LAM,0.43985558
27: HOS,24: LAM,0.8553269
28: JOL,24: LAM,0.9234421
29: AMO,24: LAM,0.8408204
30: OBA,24: LAM,0.8624686
31: JON,24: LAM,0.8612581
32: MIC,24: LAM,0.9101632
33: NAM,24: LAM,0.9194434
34: HAB,24: LAM,0.9152216
35: ZEP,24: LAM,0.9103866
36: HAG,24: LAM,0.8153346
37: ZEC,24: LAM,0.8170886
38: MAL,24: LAM,0.8608214
54: MAT,24: LAM,0.51760674
55: MRK,24: LAM,0.5169795
56: LUK,24: LAM,0.56754327
57: JHN,24: LAM,0.5536551
58: ACT,24: LAM,0.5339558
59: ROM,24: LAM,0.62724185
60: 1CO,24: LAM,0.53416497
61: 2CO,24: LAM,0.6471338
62: GAL,24: LAM,0.6714657
63: EPH,24: LAM,0.64480746
64: PHP,24: LAM,0.7209376
65: COL,24: LAM,0.7170092
66: 1TH,24: LAM,0.769479
67: 2TH,24: LAM,0.79852355
68: 1TI,24: LAM,0.6727581
69: 2TI,24: LAM,0.7585327
70: TIT,24: LAM,0.7814449
71: PHM,24: LAM,0.80735874
72: HEB,24: LAM,0.66477287
73: JAS,24: LAM,0.816782
74: 1PE,24: LAM,0.74832267
75: 2PE,24: LAM,0.83352965
76: 1JN,24: LAM,0.71997124
77: 2JN,24: LAM,0.79287744
78: 3JN,24: LAM,0.8291083
79: JUD,24: LAM,0.8162831
80: REV,24: LAM,0.52321875
0: GEN,25: EZK,0.5827128
1: EXO,25: EZK,0.58964115
2: LEV,25: EZK,0.63313395
3: NUM,25: EZK,0.61820275
4: DEU,25: EZK,0.66484517
5: JOS,25: EZK,0.41419485
6: JDG,25: EZK,0.4560195
7: RUT,25: EZK,0.6769917
8: 1SA,25: EZK,0.52716064
9: 2SA,25: EZK,0.5212755
10: 1KI,25: EZK,0.60123676
11: 2KI,25: EZK,0.5221253
12: 1CH,25: EZK,0.40410998
13: 2CH,25: EZK,0.56491643
14: EZR,25: EZK,0.54467237
15: NEH,25: EZK,0.4514062
16: EST,25: EZK,0.5020959
17: JOB,25: EZK,0.6227719
18: PSA,25: EZK,0.5092115
19: PRO,25: EZK,0.45476094
20: ECC,25: EZK,0.64908767
21: SNG,25: EZK,0.5839663
22: ISA,25: EZK,0.4118415
23: JER,25: EZK,0.64795077
24: LAM,25: EZK,0.6678839
25: EZK,25: EZK,1.0000002
26: DAN,25: EZK,0.33020556
27: HOS,25: EZK,0.5620217
28: JOL,25: EZK,0.64120543
29: AMO,25: EZK,0.7197238
30: OBA,25: EZK,0.6890338
31: JON,25: EZK,0.65544534
32: MIC,25: EZK,0.6190934
33: NAM,25: EZK,0.6876109
34: HAB,25: EZK,0.6809887
35: ZEP,25: EZK,0.6555111
36: HAG,25: EZK,0.7303436
37: ZEC,25: EZK,0.6720596
38: MAL,25: EZK,0.7682694
54: MAT,25: EZK,0.5273812
55: MRK,25: EZK,0.47772208
56: LUK,25: EZK,0.5329175
57: JHN,25: EZK,0.4839557
58: ACT,25: EZK,0.41154495
59: ROM,25: EZK,0.49942097
60: 1CO,25: EZK,0.43480808
61: 2CO,25: EZK,0.49923253
62: GAL,25: EZK,0.56478155
63: EPH,25: EZK,0.4765054
64: PHP,25: EZK,0.5568651
65: COL,25: EZK,0.56876725
66: 1TH,25: EZK,0.5934266
67: 2TH,25: EZK,0.650865
68: 1TI,25: EZK,0.50528234
69: 2TI,25: EZK,0.56067675
70: TIT,25: EZK,0.60974526
71: PHM,25: EZK,0.6593259
72: HEB,25: EZK,0.4806878
73: JAS,25: EZK,0.6674659
74: 1PE,25: EZK,0.5931412
75: 2PE,25: EZK,0.6678889
76: 1JN,25: EZK,0.55105543
77: 2JN,25: EZK,0.680534
78: 3JN,25: EZK,0.6869351
79: JUD,25: EZK,0.67734396
80: REV,25: EZK,0.42822957
0: GEN,26: DAN,0.451046
1: EXO,26: DAN,0.5096008
2: LEV,26: DAN,0.4456696
3: NUM,26: DAN,0.429875
4: DEU,26: DAN,0.61911863
5: JOS,26: DAN,0.42879134
6: JDG,26: DAN,0.4391118
7: RUT,26: DAN,0.5416187
8: 1SA,26: DAN,0.57325774
9: 2SA,26: DAN,0.45904514
10: 1KI,26: DAN,0.5486565
11: 2KI,26: DAN,0.55561125
12: 1CH,26: DAN,0.37611073
13: 2CH,26: DAN,0.61298424
14: EZR,26: DAN,0.5878548
15: NEH,26: DAN,0.3748707
16: EST,26: DAN,0.6853913
17: JOB,26: DAN,0.43066373
18: PSA,26: DAN,0.51342493
19: PRO,26: DAN,0.41584626
20: ECC,26: DAN,0.6240197
21: SNG,26: DAN,0.38089818
22: ISA,26: DAN,0.46552202
23: JER,26: DAN,0.44846007
24: LAM,26: DAN,0.43985558
25: EZK,26: DAN,0.33020556
26: DAN,26: DAN,0.99999994
27: HOS,26: DAN,0.33686838
28: JOL,26: DAN,0.4837944
29: AMO,26: DAN,0.48763287
30: OBA,26: DAN,0.6643333
31: JON,26: DAN,0.6945469
32: MIC,26: DAN,0.5581758
33: NAM,26: DAN,0.5630783
34: HAB,26: DAN,0.5992749
35: ZEP,26: DAN,0.6041147
36: HAG,26: DAN,0.65355814
37: ZEC,26: DAN,0.63104
38: MAL,26: DAN,0.62623924
54: MAT,26: DAN,0.4744917
55: MRK,26: DAN,0.5144078
56: LUK,26: DAN,0.58153474
57: JHN,26: DAN,0.5260238
58: ACT,26: DAN,0.58667636
59: ROM,26: DAN,0.53147715
60: 1CO,26: DAN,0.48762384
61: 2CO,26: DAN,0.61501616
62: GAL,26: DAN,0.6556374
63: EPH,26: DAN,0.68800294
64: PHP,26: DAN,0.64418274
65: COL,26: DAN,0.68909305
66: 1TH,26: DAN,0.7018258
67: 2TH,26: DAN,0.7143927
68: 1TI,26: DAN,0.66341543
69: 2TI,26: DAN,0.70396805
70: TIT,26: DAN,0.67973334
71: PHM,26: DAN,0.6855158
72: HEB,26: DAN,0.5982171
73: JAS,26: DAN,0.5833775
74: 1PE,26: DAN,0.70078367
75: 2PE,26: DAN,0.70478785
76: 1JN,26: DAN,0.6520654
77: 2JN,26: DAN,0.6959472
78: 3JN,26: DAN,0.69897366
79: JUD,26: DAN,0.7106115
80: REV,26: DAN,0.515582
0: GEN,27: HOS,0.49325854
1: EXO,27: HOS,0.5990703
2: LEV,27: HOS,0.56485057
3: NUM,27: HOS,0.54955
4: DEU,27: HOS,0.58790267
5: JOS,27: HOS,0.54857385
6: JDG,27: HOS,0.66736466
7: RUT,27: HOS,0.7645426
8: 1SA,27: HOS,0.5412618
9: 2SA,27: HOS,0.4710449
10: 1KI,27: HOS,0.58695525
11: 2KI,27: HOS,0.6243754
12: 1CH,27: HOS,0.5082221
13: 2CH,27: HOS,0.67702246
14: EZR,27: HOS,0.5955101
15: NEH,27: HOS,0.55479175
16: EST,27: HOS,0.43001753
17: JOB,27: HOS,0.5410757
18: PSA,27: HOS,0.6619873
19: PRO,27: HOS,0.6514349
20: ECC,27: HOS,0.5646624
21: SNG,27: HOS,0.83768463
22: ISA,27: HOS,0.7667639
23: JER,27: HOS,0.70164716
24: LAM,27: HOS,0.8553269
25: EZK,27: HOS,0.5620217
26: DAN,27: HOS,0.33686838
27: HOS,27: HOS,1
28: JOL,27: HOS,0.912017
29: AMO,27: HOS,0.90117306
30: OBA,27: HOS,0.8274055
31: JON,27: HOS,0.7654273
32: MIC,27: HOS,0.92835927
33: NAM,27: HOS,0.90099436
34: HAB,27: HOS,0.8705573
35: ZEP,27: HOS,0.8999399
36: HAG,27: HOS,0.81103474
37: ZEC,27: HOS,0.815042
38: MAL,27: HOS,0.83914566
54: MAT,27: HOS,0.42356485
55: MRK,27: HOS,0.46359515
56: LUK,27: HOS,0.456997
57: JHN,27: HOS,0.4593517
58: ACT,27: HOS,0.3634304
59: ROM,27: HOS,0.55897653
60: 1CO,27: HOS,0.52585286
61: 2CO,27: HOS,0.5796128
62: GAL,27: HOS,0.5660618
63: EPH,27: HOS,0.5625987
64: PHP,27: HOS,0.6261242
65: COL,27: HOS,0.63185066
66: 1TH,27: HOS,0.69749755
67: 2TH,27: HOS,0.7314261
68: 1TI,27: HOS,0.6274828
69: 2TI,27: HOS,0.69431436
70: TIT,27: HOS,0.7470715
71: PHM,27: HOS,0.7400295
72: HEB,27: HOS,0.58013135
73: JAS,27: HOS,0.7681333
74: 1PE,27: HOS,0.67546606
75: 2PE,27: HOS,0.75565434
76: 1JN,27: HOS,0.65930265
77: 2JN,27: HOS,0.741347
78: 3JN,27: HOS,0.7668464
79: JUD,27: HOS,0.7512316
80: REV,27: HOS,0.47796538
0: GEN,28: JOL,0.60638726
1: EXO,28: JOL,0.68498313
2: LEV,28: JOL,0.62624186
3: NUM,28: JOL,0.6891642
4: DEU,28: JOL,0.69112504
5: JOS,28: JOL,0.6252177
6: JDG,28: JOL,0.7006964
7: RUT,28: JOL,0.85852623
8: 1SA,28: JOL,0.63924694
9: 2SA,28: JOL,0.62225324
10: 1KI,28: JOL,0.6074559
11: 2KI,28: JOL,0.7050599
12: 1CH,28: JOL,0.6239926
13: 2CH,28: JOL,0.6974293
14: EZR,28: JOL,0.7212828
15: NEH,28: JOL,0.70919925
16: EST,28: JOL,0.5537921
17: JOB,28: JOL,0.59880716
18: PSA,28: JOL,0.7519996
19: PRO,28: JOL,0.5973667
20: ECC,28: JOL,0.6057056
21: SNG,28: JOL,0.8254725
22: ISA,28: JOL,0.7686396
23: JER,28: JOL,0.79551375
24: LAM,28: JOL,0.9234421
25: EZK,28: JOL,0.64120543
26: DAN,28: JOL,0.4837944
27: HOS,28: JOL,0.912017
28: JOL,28: JOL,1
29: AMO,28: JOL,0.9376324
30: OBA,28: JOL,0.9212509
31: JON,28: JOL,0.88063365
32: MIC,28: JOL,0.9646102
33: NAM,28: JOL,0.9470029
34: HAB,28: JOL,0.9147212
35: ZEP,28: JOL,0.9742667
36: HAG,28: JOL,0.90245426
37: ZEC,28: JOL,0.87281704
38: MAL,28: JOL,0.9213121
54: MAT,28: JOL,0.5259383
55: MRK,28: JOL,0.52140385
56: LUK,28: JOL,0.5686219
57: JHN,28: JOL,0.51838636
58: ACT,28: JOL,0.57949406
59: ROM,28: JOL,0.6216106
60: 1CO,28: JOL,0.55873317
61: 2CO,28: JOL,0.64760876
62: GAL,28: JOL,0.67331386
63: EPH,28: JOL,0.65405035
64: PHP,28: JOL,0.71353424
65: COL,28: JOL,0.7243408
66: 1TH,28: JOL,0.81092787
67: 2TH,28: JOL,0.8303181
68: 1TI,28: JOL,0.71179736
69: 2TI,28: JOL,0.78988117
70: TIT,28: JOL,0.8431365
71: PHM,28: JOL,0.83694714
72: HEB,28: JOL,0.66260636
73: JAS,28: JOL,0.82491624
74: 1PE,28: JOL,0.755465
75: 2PE,28: JOL,0.8523592
76: 1JN,28: JOL,0.696697
77: 2JN,28: JOL,0.84253585
78: 3JN,28: JOL,0.8646828
79: JUD,28: JOL,0.8575106
80: REV,28: JOL,0.5524511
0: GEN,29: AMO,0.5778674
1: EXO,29: AMO,0.685902
2: LEV,29: AMO,0.66207784
3: NUM,29: AMO,0.63752645
4: DEU,29: AMO,0.74312615
5: JOS,29: AMO,0.62235695
6: JDG,29: AMO,0.67172426
7: RUT,29: AMO,0.8335479
8: 1SA,29: AMO,0.6663277
9: 2SA,29: AMO,0.61439043
10: 1KI,29: AMO,0.6431881
11: 2KI,29: AMO,0.7113961
12: 1CH,29: AMO,0.5977556
13: 2CH,29: AMO,0.7090194
14: EZR,29: AMO,0.67558986
15: NEH,29: AMO,0.6091689
16: EST,29: AMO,0.5806066
17: JOB,29: AMO,0.6182424
18: PSA,29: AMO,0.62294114
19: PRO,29: AMO,0.69903743
20: ECC,29: AMO,0.6795105
21: SNG,29: AMO,0.7771372
22: ISA,29: AMO,0.7951458
23: JER,29: AMO,0.8060772
24: LAM,29: AMO,0.8408204
25: EZK,29: AMO,0.7197238
26: DAN,29: AMO,0.48763287
27: HOS,29: AMO,0.90117306
28: JOL,29: AMO,0.9376324
29: AMO,29: AMO,1
30: OBA,29: AMO,0.91083467
31: JON,29: AMO,0.8420144
32: MIC,29: AMO,0.9422272
33: NAM,29: AMO,0.9409751
34: HAB,29: AMO,0.90719134
35: ZEP,29: AMO,0.94091386
36: HAG,29: AMO,0.92387927
37: ZEC,29: AMO,0.90221
38: MAL,29: AMO,0.9347112
54: MAT,29: AMO,0.540176
55: MRK,29: AMO,0.5433651
56: LUK,29: AMO,0.5632788
57: JHN,29: AMO,0.5240889
58: ACT,29: AMO,0.5332087
59: ROM,29: AMO,0.60429066
60: 1CO,29: AMO,0.5504613
61: 2CO,29: AMO,0.6315267
62: GAL,29: AMO,0.6597808
63: EPH,29: AMO,0.6352906
64: PHP,29: AMO,0.6940429
65: COL,29: AMO,0.7180067
66: 1TH,29: AMO,0.7798241
67: 2TH,29: AMO,0.8258433
68: 1TI,29: AMO,0.7176258
69: 2TI,29: AMO,0.76757705
70: TIT,29: AMO,0.8387694
71: PHM,29: AMO,0.82573915
72: HEB,29: AMO,0.64750445
73: JAS,29: AMO,0.84528923
74: 1PE,29: AMO,0.752321
75: 2PE,29: AMO,0.85881513
76: 1JN,29: AMO,0.7157951
77: 2JN,29: AMO,0.84891057
78: 3JN,29: AMO,0.8570888
79: JUD,29: AMO,0.8496039
80: REV,29: AMO,0.5738442
0: GEN,30: OBA,0.7019653
1: EXO,30: OBA,0.7345561
2: LEV,30: OBA,0.6309938
3: NUM,30: OBA,0.6798834
4: DEU,30: OBA,0.7557733
5: JOS,30: OBA,0.7164573
6: JDG,30: OBA,0.71409476
7: RUT,30: OBA,0.9365553
8: 1SA,30: OBA,0.70983803
9: 2SA,30: OBA,0.72556233
10: 1KI,30: OBA,0.7084581
11: 2KI,30: OBA,0.7454331
12: 1CH,30: OBA,0.6757671
13: 2CH,30: OBA,0.75810355
14: EZR,30: OBA,0.7423082
15: NEH,30: OBA,0.657543
16: EST,30: OBA,0.7018146
17: JOB,30: OBA,0.66165346
18: PSA,30: OBA,0.7370544
19: PRO,30: OBA,0.68414605
20: ECC,30: OBA,0.7642657
21: SNG,30: OBA,0.85168356
22: ISA,30: OBA,0.72521037
23: JER,30: OBA,0.76847064
24: LAM,30: OBA,0.8624686
25: EZK,30: OBA,0.6890338
26: DAN,30: OBA,0.6643333
27: HOS,30: OBA,0.8274055
28: JOL,30: OBA,0.9212509
29: AMO,30: OBA,0.91083467
30: OBA,30: OBA,1.0000001
31: JON,30: OBA,0.974005
32: MIC,30: OBA,0.93434376
33: NAM,30: OBA,0.961827
34: HAB,30: OBA,0.93747926
35: ZEP,30: OBA,0.95656765
36: HAG,30: OBA,0.96029824
37: ZEC,30: OBA,0.8826143
38: MAL,30: OBA,0.9629972
54: MAT,30: OBA,0.7308543
55: MRK,30: OBA,0.72613007
56: LUK,30: OBA,0.7852365
57: JHN,30: OBA,0.698467
58: ACT,30: OBA,0.6903146
59: ROM,30: OBA,0.74749005
60: 1CO,30: OBA,0.7064269
61: 2CO,30: OBA,0.78915364
62: GAL,30: OBA,0.85153365
63: EPH,30: OBA,0.80609506
64: PHP,30: OBA,0.8767296
65: COL,30: OBA,0.8647835
66: 1TH,30: OBA,0.94549024
67: 2TH,30: OBA,0.9620314
68: 1TI,30: OBA,0.8685072
69: 2TI,30: OBA,0.9266058
70: TIT,30: OBA,0.9529611
71: PHM,30: OBA,0.96533203
72: HEB,30: OBA,0.76244444
73: JAS,30: OBA,0.92730886
74: 1PE,30: OBA,0.8960806
75: 2PE,30: OBA,0.96232504
76: 1JN,30: OBA,0.86040443
77: 2JN,30: OBA,0.97088516
78: 3JN,30: OBA,0.97629243
79: JUD,30: OBA,0.9690851
80: REV,30: OBA,0.61730844
0: GEN,31: JON,0.7101636
1: EXO,31: JON,0.7506308
2: LEV,31: JON,0.61627245
3: NUM,31: JON,0.65399253
4: DEU,31: JON,0.73898363
5: JOS,31: JON,0.70540476
6: JDG,31: JON,0.7384012
7: RUT,31: JON,0.925619
8: 1SA,31: JON,0.7212261
9: 2SA,31: JON,0.6979358
10: 1KI,31: JON,0.6577551
11: 2KI,31: JON,0.7472862
12: 1CH,31: JON,0.6518345
13: 2CH,31: JON,0.69495356
14: EZR,31: JON,0.7404707
15: NEH,31: JON,0.6809095
16: EST,31: JON,0.71502215
17: JOB,31: JON,0.7010865
18: PSA,31: JON,0.75144464
19: PRO,31: JON,0.57713056
20: ECC,31: JON,0.7614186
21: SNG,31: JON,0.83153105
22: ISA,31: JON,0.64778996
23: JER,31: JON,0.722228
24: LAM,31: JON,0.8612581
25: EZK,31: JON,0.65544534
26: DAN,31: JON,0.6945469
27: HOS,31: JON,0.7654273
28: JOL,31: JON,0.88063365
29: AMO,31: JON,0.8420144
30: OBA,31: JON,0.974005
31: JON,31: JON,0.9999998
32: MIC,31: JON,0.88870597
33: NAM,31: JON,0.9247198
34: HAB,31: JON,0.90052396
35: ZEP,31: JON,0.91259396
36: HAG,31: JON,0.9277794
37: ZEC,31: JON,0.8386546
38: MAL,31: JON,0.9198059
54: MAT,31: JON,0.7481048
55: MRK,31: JON,0.7617677
56: LUK,31: JON,0.8161917
57: JHN,31: JON,0.75966454
58: ACT,31: JON,0.7325182
59: ROM,31: JON,0.73521197
60: 1CO,31: JON,0.6929818
61: 2CO,31: JON,0.7908502
62: GAL,31: JON,0.85463154
63: EPH,31: JON,0.7911709
64: PHP,31: JON,0.8786158
65: COL,31: JON,0.8467938
66: 1TH,31: JON,0.9427437
67: 2TH,31: JON,0.95228565
68: 1TI,31: JON,0.8445521
69: 2TI,31: JON,0.9180474
70: TIT,31: JON,0.92567617
71: PHM,31: JON,0.9582162
72: HEB,31: JON,0.79758346
73: JAS,31: JON,0.8891917
74: 1PE,31: JON,0.8801753
75: 2PE,31: JON,0.94538623
76: 1JN,31: JON,0.8808518
77: 2JN,31: JON,0.9616918
78: 3JN,31: JON,0.9657628
79: JUD,31: JON,0.95169616
80: REV,31: JON,0.618877
0: GEN,32: MIC,0.6131043
1: EXO,32: MIC,0.68966264
2: LEV,32: MIC,0.58838713
3: NUM,32: MIC,0.5946907
4: DEU,32: MIC,0.73094064
5: JOS,32: MIC,0.62267935
6: JDG,32: MIC,0.6961484
7: RUT,32: MIC,0.8473037
8: 1SA,32: MIC,0.6441354
9: 2SA,32: MIC,0.5895682
10: 1KI,32: MIC,0.5938346
11: 2KI,32: MIC,0.73974985
12: 1CH,32: MIC,0.5512124
13: 2CH,32: MIC,0.69554484
14: EZR,32: MIC,0.6502207
15: NEH,32: MIC,0.59894437
16: EST,32: MIC,0.5965516
17: JOB,32: MIC,0.6222732
18: PSA,32: MIC,0.7811849
19: PRO,32: MIC,0.7065169
20: ECC,32: MIC,0.6837772
21: SNG,32: MIC,0.81631565
22: ISA,32: MIC,0.8030174
23: JER,32: MIC,0.7860522
24: LAM,32: MIC,0.9101632
25: EZK,32: MIC,0.6190934
26: DAN,32: MIC,0.5581758
27: HOS,32: MIC,0.92835927
28: JOL,32: MIC,0.9646102
29: AMO,32: MIC,0.9422272
30: OBA,32: MIC,0.93434376
31: JON,32: MIC,0.88870597
32: MIC,32: MIC,1.0000001
33: NAM,32: MIC,0.9662458
34: HAB,32: MIC,0.9544539
35: ZEP,32: MIC,0.97856355
36: HAG,32: MIC,0.8885642
37: ZEC,32: MIC,0.8862048
38: MAL,32: MIC,0.91800475
54: MAT,32: MIC,0.5294194
55: MRK,32: MIC,0.5281856
56: LUK,32: MIC,0.57895684
57: JHN,32: MIC,0.53071064
58: ACT,32: MIC,0.5318445
59: ROM,32: MIC,0.62631893
60: 1CO,32: MIC,0.58091897
61: 2CO,32: MIC,0.65336317
62: GAL,32: MIC,0.68449455
63: EPH,32: MIC,0.67307305
64: PHP,32: MIC,0.7299482
65: COL,32: MIC,0.74118847
66: 1TH,32: MIC,0.81816614
67: 2TH,32: MIC,0.8493563
68: 1TI,32: MIC,0.73903316
69: 2TI,32: MIC,0.8026712
70: TIT,32: MIC,0.8456818
71: PHM,32: MIC,0.84367114
72: HEB,32: MIC,0.6522072
73: JAS,32: MIC,0.85114676
74: 1PE,32: MIC,0.78209054
75: 2PE,32: MIC,0.8735047
76: 1JN,32: MIC,0.7499807
77: 2JN,32: MIC,0.8469779
78: 3JN,32: MIC,0.8695639
79: JUD,32: MIC,0.8592978
80: REV,32: MIC,0.53449845
0: GEN,33: NAM,0.6538607
1: EXO,33: NAM,0.6611339
2: LEV,33: NAM,0.60951227
3: NUM,33: NAM,0.5821801
4: DEU,33: NAM,0.7181336
5: JOS,33: NAM,0.616697
6: JDG,33: NAM,0.6934578
7: RUT,33: NAM,0.89075035
8: 1SA,33: NAM,0.642152
9: 2SA,33: NAM,0.64624137
10: 1KI,33: NAM,0.6444599
11: 2KI,33: NAM,0.6800853
12: 1CH,33: NAM,0.61045974
13: 2CH,33: NAM,0.7041251
14: EZR,33: NAM,0.6449413
15: NEH,33: NAM,0.59957016
16: EST,33: NAM,0.6105338
17: JOB,33: NAM,0.72339463
18: PSA,33: NAM,0.78769016
19: PRO,33: NAM,0.73647183
20: ECC,33: NAM,0.7415431
21: SNG,33: NAM,0.8868109
22: ISA,33: NAM,0.7828198
23: JER,33: NAM,0.7841576
24: LAM,33: NAM,0.9194434
25: EZK,33: NAM,0.6876109
26: DAN,33: NAM,0.5630783
27: HOS,33: NAM,0.90099436
28: JOL,33: NAM,0.9470029
29: AMO,33: NAM,0.9409751
30: OBA,33: NAM,0.961827
31: JON,33: NAM,0.9247198
32: MIC,33: NAM,0.9662458
33: NAM,33: NAM,1
34: HAB,33: NAM,0.97925544
35: ZEP,33: NAM,0.96506244
36: HAG,33: NAM,0.9099488
37: ZEC,33: NAM,0.8826827
38: MAL,33: NAM,0.9396873
54: MAT,33: NAM,0.63626015
55: MRK,33: NAM,0.6296582
56: LUK,33: NAM,0.68130594
57: JHN,33: NAM,0.63744324
58: ACT,33: NAM,0.59454757
59: ROM,33: NAM,0.67969024
60: 1CO,33: NAM,0.6282494
61: 2CO,33: NAM,0.72603583
62: GAL,33: NAM,0.7591886
63: EPH,33: NAM,0.73798245
64: PHP,33: NAM,0.81223285
65: COL,33: NAM,0.8108616
66: 1TH,33: NAM,0.8698298
67: 2TH,33: NAM,0.9041413
68: 1TI,33: NAM,0.8045316
69: 2TI,33: NAM,0.8687566
70: TIT,33: NAM,0.89405143
71: PHM,33: NAM,0.9063694
72: HEB,33: NAM,0.691791
73: JAS,33: NAM,0.91626203
74: 1PE,33: NAM,0.8465843
75: 2PE,33: NAM,0.92864746
76: 1JN,33: NAM,0.826058
77: 2JN,33: NAM,0.9036401
78: 3JN,33: NAM,0.9217843
79: JUD,33: NAM,0.90937454
80: REV,33: NAM,0.6352968
0: GEN,34: HAB,0.6275464
1: EXO,34: HAB,0.645964
2: LEV,34: HAB,0.5956358
3: NUM,34: HAB,0.5227774
4: DEU,34: HAB,0.77089393
5: JOS,34: HAB,0.5617488
6: JDG,34: HAB,0.6068304
7: RUT,34: HAB,0.82988626
8: 1SA,34: HAB,0.6039125
9: 2SA,34: HAB,0.59338695
10: 1KI,34: HAB,0.6619925
11: 2KI,34: HAB,0.6275335
12: 1CH,34: HAB,0.551553
13: 2CH,34: HAB,0.71304363
14: EZR,34: HAB,0.630174
15: NEH,34: HAB,0.55255336
16: EST,34: HAB,0.5975857
17: JOB,34: HAB,0.72333443
18: PSA,34: HAB,0.84477633
19: PRO,34: HAB,0.7518842
20: ECC,34: HAB,0.7827323
21: SNG,34: HAB,0.8386098
22: ISA,34: HAB,0.7591366
23: JER,34: HAB,0.78268164
24: LAM,34: HAB,0.9152216
25: EZK,34: HAB,0.6809887
26: DAN,34: HAB,0.5992749
27: HOS,34: HAB,0.8705573
28: JOL,34: HAB,0.9147212
29: AMO,34: HAB,0.90719134
30: OBA,34: HAB,0.93747926
31: JON,34: HAB,0.90052396
32: MIC,34: HAB,0.9544539
33: NAM,34: HAB,0.97925544
34: HAB,34: HAB,0.9999998
35: ZEP,34: HAB,0.9503044
36: HAG,34: HAB,0.87264836
37: ZEC,34: HAB,0.8599628
38: MAL,34: HAB,0.9307019
54: MAT,34: HAB,0.60816157
55: MRK,34: HAB,0.5762937
56: LUK,34: HAB,0.65419227
57: JHN,34: HAB,0.5903456
58: ACT,34: HAB,0.5635703
59: ROM,34: HAB,0.6672592
60: 1CO,34: HAB,0.6029016
61: 2CO,34: HAB,0.72120863
62: GAL,34: HAB,0.742361
63: EPH,34: HAB,0.747357
64: PHP,34: HAB,0.79927516
65: COL,34: HAB,0.815103
66: 1TH,34: HAB,0.85493404
67: 2TH,34: HAB,0.8935868
68: 1TI,34: HAB,0.79518837
69: 2TI,34: HAB,0.8474092
70: TIT,34: HAB,0.8668612
